2019-02-08 13:23:09.017516,502,157,67,131,5,142
2019-02-08 13:23:14.108793,501,157,68,131,4,141
2019-02-08 13:23:19.155772,501,157,68,130,5,141
2019-02-08 13:23:24.212914,502,157,68,132,4,141
2019-02-08 13:23:29.270250,499,157,68,131,4,139
2019-02-08 13:23:34.327559,500,157,68,131,4,140
2019-02-08 13:23:39.384983,501,157,68,131,5,140
2019-02-08 13:23:44.432009,505,157,68,131,5,144
2019-02-08 13:23:49.488279,500,156,68,130,5,141
2019-02-08 13:23:54.545086,503,156,68,132,5,142
2019-02-08 13:23:59.602198,503,156,68,130,5,144
2019-02-08 13:24:04.659574,501,156,68,131,5,141
2019-02-08 13:24:09.751697,505,157,68,131,5,144
2019-02-08 13:24:14.808635,503,157,68,132,5,141
2019-02-08 13:24:19.866859,501,157,68,131,5,140
2019-02-08 13:24:24.924202,504,156,68,134,4,142
2019-02-08 13:24:29.981369,501,157,68,132,4,140
2019-02-08 13:53:49.391015,523,157,85,137,4,140
2019-02-08 13:53:54.449238,506,157,68,137,4,140
2019-02-08 13:53:59.501876,508,157,71,137,4,139
2019-02-08 13:54:04.559376,507,157,68,137,4,141
2019-02-08 13:54:09.619118,505,157,68,137,4,139
2019-02-08 13:54:14.717882,514,157,69,137,4,147
2019-02-08 13:54:19.777416,508,157,68,137,4,142
2019-02-08 13:54:24.835023,519,156,68,140,4,151
2019-02-08 13:54:29.897859,507,157,68,137,4,141
2019-02-08 13:54:34.956352,507,157,68,137,4,141
2019-02-08 13:54:40.013777,507,157,68,137,4,141
2019-02-08 13:54:45.116965,506,157,68,137,4,140
2019-02-08 13:54:50.165950,490,157,52,137,4,140
2019-02-08 13:54:55.224789,495,157,52,140,4,142
2019-02-08 13:55:00.287103,489,157,51,137,4,140
2019-02-08 13:55:05.344890,489,156,51,137,4,141
2019-02-08 13:55:10.403908,488,156,51,137,4,140
2019-02-08 13:55:15.464009,490,156,51,137,4,142
2019-02-08 13:55:20.523822,490,157,52,137,4,140
2019-02-08 13:55:25.583021,494,157,51,140,4,142
2019-02-08 13:55:30.643566,492,156,52,138,4,142
2019-02-08 13:55:35.729214,492,157,51,137,4,143
2019-02-08 13:55:40.788353,496,157,51,142,4,142
2019-02-08 13:55:45.847292,495,157,51,137,4,146
2019-02-08 13:55:50.906307,490,157,51,137,4,141
2019-02-08 13:55:55.965514,491,157,52,137,4,141
2019-02-08 13:56:01.024456,492,157,51,137,4,143
2019-02-08 13:56:06.083649,490,157,51,137,4,141
2019-02-08 13:56:11.140818,490,156,51,137,4,142
2019-02-08 13:56:16.201073,489,157,51,138,4,139
2019-02-08 13:56:21.248386,333,0,51,137,4,141
2019-02-08 13:56:26.346401,341,0,51,137,4,149
2019-02-08 13:56:31.405603,334,0,51,137,4,142
2019-02-08 13:56:36.463822,336,0,52,137,4,143
2019-02-08 13:56:41.522406,337,0,51,142,4,140
2019-02-08 13:56:46.583662,333,0,51,137,4,141
2019-02-08 13:56:51.641883,300,0,51,137,4,108
2019-02-08 13:56:56.729691,303,0,51,138,4,110
2019-02-08 13:57:01.788891,301,0,51,137,4,109
2019-02-08 13:57:06.846855,303,0,51,137,4,111
2019-02-08 13:57:11.905873,329,0,51,141,4,133
2019-02-08 13:57:16.964265,345,0,51,137,4,153
2019-02-08 13:57:22.023655,302,0,51,137,4,110
2019-02-08 13:57:27.081437,329,0,51,139,4,135
2019-02-08 13:57:32.130684,328,0,51,137,4,136
2019-02-08 13:57:37.188287,283,0,51,134,4,94
2019-02-08 13:57:42.247843,276,0,57,137,4,78
2019-02-08 13:57:47.306862,302,0,51,135,4,112
2019-02-08 13:57:52.364649,294,0,51,132,4,107
2019-02-08 13:57:57.422816,295,0,51,133,4,107
2019-02-08 13:58:02.483047,292,0,51,131,4,106
2019-02-08 13:58:07.561179,291,0,51,131,4,105
2019-02-08 13:58:12.618981,297,0,51,136,4,106
2019-02-08 13:58:17.728734,295,0,51,133,4,107
2019-02-08 13:58:22.786681,291,0,51,132,4,104
2019-02-08 13:58:27.845268,292,0,51,132,4,105
2019-02-08 13:58:32.905797,262,0,51,132,4,75
2019-02-08 13:58:37.964198,259,0,51,132,4,72
2019-02-08 13:58:43.021446,260,0,51,132,4,73
2019-02-08 13:58:48.080643,261,0,51,132,4,74
2019-02-08 13:58:53.140200,260,0,51,132,4,73
2019-02-08 13:58:58.198424,258,0,51,133,4,70
2019-02-08 13:59:03.249053,258,0,52,132,4,70
2019-02-08 13:59:08.306608,256,0,51,131,4,70
2019-02-08 13:59:13.355162,259,0,51,133,4,71
2019-02-08 13:59:18.402882,256,0,51,132,4,69
2019-02-08 13:59:23.460845,255,0,51,132,4,68
2019-02-08 13:59:28.519912,257,0,51,133,4,69
2019-02-08 13:59:33.576671,257,0,52,132,4,69
2019-02-08 13:59:38.635691,254,0,51,132,4,67
2019-02-08 13:59:43.759514,256,0,51,132,4,69
2019-02-08 13:59:48.819767,256,0,51,134,4,67
2019-02-08 13:59:53.877374,258,0,51,133,4,70
2019-02-08 13:59:58.936245,254,0,51,132,4,67
2019-02-08 14:00:03.995797,256,0,51,133,4,68
2019-02-08 14:00:09.054966,255,0,51,132,4,68
2019-02-08 14:00:14.113338,255,0,51,132,4,68
2019-02-08 14:00:19.173730,256,0,51,132,4,69
2019-02-08 14:00:24.232307,256,0,51,133,4,68
2019-02-08 14:00:29.289115,255,0,51,133,4,67
2019-02-08 14:00:34.347158,256,0,51,133,4,68
2019-02-08 14:00:39.402986,253,0,51,132,4,66
2019-02-08 14:00:44.462002,256,0,51,132,4,69
2019-02-08 14:00:49.521203,256,0,51,133,4,68
2019-02-08 14:00:54.578628,256,0,51,132,4,69
2019-02-08 14:00:59.636336,255,0,51,132,4,68
2019-02-08 14:01:04.726912,300,0,51,132,4,113
2019-02-08 14:01:09.785116,292,0,51,132,4,105
2019-02-08 14:01:14.843078,292,0,51,132,4,105
2019-02-08 14:01:19.902097,288,0,51,132,4,101
2019-02-08 14:01:25.003154,291,0,51,135,4,101
2019-02-08 14:01:30.062354,288,0,51,133,4,100
2019-02-08 14:01:35.120137,287,0,51,132,4,100
2019-02-08 14:01:40.178536,289,0,51,132,4,102
2019-02-08 14:01:45.236580,290,0,51,133,4,102
2019-02-08 14:01:50.295442,287,0,51,132,4,100
2019-02-08 14:01:55.353384,291,0,51,135,4,101
2019-02-08 14:02:00.412683,289,0,51,132,4,102
2019-02-08 14:02:05.472139,288,0,51,132,4,101
2019-02-08 14:02:10.528948,290,0,51,132,4,103
2019-02-08 14:02:15.588175,301,0,51,132,4,114
2019-02-08 14:02:20.647348,287,0,51,132,4,100
2019-02-08 14:02:25.726098,287,0,51,132,4,100
2019-02-08 14:02:30.784061,287,0,51,132,4,100
2019-02-08 14:02:35.845035,288,0,51,132,4,101
2019-02-08 14:02:40.902459,292,0,51,137,4,100
2019-02-08 14:02:45.960681,287,0,51,132,4,100
2019-02-08 14:02:51.020061,287,0,51,132,4,100
2019-02-08 14:02:56.077484,288,0,51,132,4,101
2019-02-08 14:03:01.135905,287,0,51,132,4,100
2019-02-08 14:03:06.204003,289,0,53,132,4,100
2019-02-08 14:03:11.260676,287,0,51,132,4,100
2019-02-08 14:03:16.318489,288,0,51,131,4,102
2019-02-08 14:03:21.375688,287,0,51,132,4,100
2019-02-08 14:03:26.433980,288,0,51,132,4,101
2019-02-08 14:03:31.491368,287,0,51,132,4,100
2019-02-08 14:03:36.549013,285,0,51,132,4,98
2019-02-08 14:03:41.606976,291,0,51,136,4,100
2019-02-08 14:03:46.709135,284,0,51,132,4,97
2019-02-08 14:03:51.768671,254,0,51,132,4,67
2019-02-08 14:03:56.827039,255,0,51,132,4,68
2019-02-08 14:04:01.885260,253,0,51,131,4,67
2019-02-08 14:04:06.943488,253,0,51,131,4,67
2019-02-08 14:04:12.000211,255,0,51,132,4,68
2019-02-08 14:04:17.059307,253,0,51,132,4,66
2019-02-08 14:04:22.118068,254,0,52,132,4,66
2019-02-08 14:04:27.174515,255,0,51,134,4,66
2019-02-08 14:04:32.232737,252,0,51,131,4,66
2019-02-08 14:04:37.282937,253,0,51,131,4,67
2019-02-08 14:04:42.339867,256,0,51,133,4,68
2019-02-08 14:04:47.416307,252,0,51,131,4,66
2019-02-08 14:04:52.466708,288,0,51,132,4,101
